City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Descrition
346,Ilhabela,BR,-23.7781,-45.3581,63.46,82,7,6.4,clear sky
347,Boffa,GN,10.1667,-14.0333,77.5,94,99,3.96,light rain
348,Grindavik,IS,63.8424,-22.4338,49.95,81,75,13.8,broken clouds
349,Buraydah,SA,26.326,43.975,88.25,51,98,12.82,overcast clouds
350,Bartica,GY,6.4,-58.6167,80.92,98,84,2.55,broken clouds
351,San Cristobal,VE,7.7669,-72.225,69.98,99,100,1.79,overcast clouds
352,Ingleside,US,27.8778,-97.2117,89.83,69,40,12.66,scattered clouds
353,Ugoofaaru,MV,5.6667,73.0,76.84,83,100,34.2,moderate rain
354,Balclutha,NZ,-46.2339,169.75,46.02,67,100,6.38,overcast clouds
355,Henties Bay,NA,-22.116,14.2845,54.09,72,94,5.37,overcast clouds
356,Touros,BR,-5.1989,-35.4608,76.51,84,91,12.97,moderate rain
357,Bukavu,CD,-2.5083,28.8608,60.24,93,80,1.03,light rain
358,Port Hardy,CA,50.6996,-127.4199,69.98,73,75,11.5,fog
359,San Vicente,AR,-26.6167,-54.1333,52.77,62,0,1.72,clear sky
360,Srandakan,ID,-7.9386,110.2506,77.43,74,49,2.08,scattered clouds
361,Cherskiy,RU,68.75,161.3,71.22,35,87,18.52,overcast clouds
362,Namibe,AO,-15.1961,12.1522,56.93,80,4,10.58,clear sky
363,Salalah,OM,17.0151,54.0924,75.67,94,100,8.9,overcast clouds
364,Umm Kaddadah,SD,13.6017,26.6876,76.96,66,100,16.33,light rain
365,Dryden,CA,49.7833,-92.7503,66.49,94,100,8.05,overcast clouds
366,Saint Anthony,US,45.0205,-93.218,84.09,67,20,11.5,few clouds
367,Buritis,BR,-15.6178,-46.4233,72.27,31,0,0.54,clear sky
368,Emerald,AU,-23.5333,148.1667,65.34,73,73,10.71,broken clouds
369,Malmesbury,ZA,-33.4608,18.7271,40.51,76,0,5.46,clear sky
370,Coahuayana,MX,18.7333,-103.6833,83.73,74,55,4.0,broken clouds
371,Esperance,AU,-33.8667,121.9,53.15,54,100,19.28,overcast clouds
372,Khandyga,RU,62.6667,135.6,80.89,48,100,4.76,overcast clouds
373,Rocha,UY,-34.4833,-54.3333,47.84,80,65,4.09,broken clouds
374,Dakar,SN,14.6937,-17.4441,80.73,83,40,16.11,scattered clouds
375,Torbay,CA,47.6666,-52.7314,68.77,77,20,17.27,few clouds
376,Okakarara,NA,-20.5833,17.4333,47.44,30,11,4.76,few clouds
377,Mongoumba,CF,3.6415,18.5936,69.03,91,99,2.01,overcast clouds
378,Abu Samrah,SY,35.3029,37.1841,73.71,61,0,6.91,clear sky
379,Okha,RU,53.5739,142.9478,63.88,70,4,18.05,clear sky
380,Kalagarh,IN,29.5,78.75,78.26,85,11,1.99,few clouds
381,Kirillov,RU,59.863,38.3813,54.12,87,100,2.71,overcast clouds
382,La Crosse,US,43.8014,-91.2396,79.77,74,1,13.69,clear sky
383,Marsa Matruh,EG,31.3525,27.2453,77.2,88,0,10.36,clear sky
384,Kholm,RU,59.2667,32.85,54.01,83,100,3.76,overcast clouds
385,Seymchan,RU,62.8833,152.4333,70.74,49,32,13.71,scattered clouds
386,Vaitape,PF,-16.5167,-151.75,78.62,71,15,24.52,light rain
387,Labrea,BR,-7.2586,-64.7981,80.94,58,86,3.13,overcast clouds
388,Dickinson,US,29.4608,-95.0513,90.12,69,29,7.0,scattered clouds
389,Panama City,PA,8.9936,-79.5197,82.35,87,40,4.61,scattered clouds
390,Chau Doc,VN,10.7,105.1167,82.99,78,99,9.91,overcast clouds
391,Lompoc,US,34.6391,-120.4579,77.85,71,0,14.97,clear sky
392,Ellisras,ZA,-23.6649,27.7443,61.38,41,6,14.61,clear sky
393,Gotsu,JP,35.0,132.2167,87.26,62,100,12.15,overcast clouds
394,Eyl,SO,7.9803,49.8164,76.1,73,5,22.32,clear sky
395,Bambanglipuro,ID,-7.95,110.2833,77.32,75,55,2.26,broken clouds
396,Sibolga,ID,1.7427,98.7792,78.58,83,100,1.99,overcast clouds
397,Anadyr,RU,64.75,177.4833,61.3,48,20,8.95,few clouds
398,Manado,ID,1.487,124.8455,86.77,70,20,1.14,few clouds
399,Chara,RU,56.9064,118.2631,68.72,60,65,2.53,broken clouds
400,Atambua,ID,-9.1061,124.8925,79.7,65,26,1.57,scattered clouds
401,Kiunga,PG,-6.1219,141.2906,75.65,94,100,1.83,overcast clouds
402,Chumphon,TH,10.3333,98.8333,77.41,85,100,3.67,very heavy rain
403,Tessalit,ML,20.1986,1.0114,91.76,20,60,2.75,broken clouds
404,Kanker,IN,20.2719,81.4931,77.65,81,100,3.67,overcast clouds
405,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,88,20,5.99,few clouds
406,Virginia Beach,US,36.8529,-75.978,77.05,94,75,8.05,broken clouds
407,Dubbo,AU,-32.25,148.6167,57.33,77,75,11.5,broken clouds
408,Verkhnyaya Inta,RU,65.9811,60.3094,56.95,65,22,7.85,few clouds
409,San Pedro,PH,14.35,121.0167,84.34,87,75,3.44,broken clouds
410,Katsuura,JP,35.1333,140.3,86.59,72,96,8.79,overcast clouds
411,Yulara,AU,-25.2406,130.9889,59.97,31,57,13.73,broken clouds
412,Dehloran,IR,32.6941,47.2679,90.23,50,1,9.4,clear sky
413,Moron,AR,-34.6534,-58.6198,56.95,88,0,3.89,clear sky
414,Santa,PH,17.486,120.4348,85.01,69,100,5.48,overcast clouds
415,Kaeo,NZ,-35.1,173.7833,64.33,64,6,3.58,clear sky
416,Kaduqli,SD,11.0167,29.7167,70.86,95,98,2.15,moderate rain
417,Kyren,RU,51.6828,102.1408,68.25,70,26,2.28,scattered clouds
418,Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,48,0,4.61,clear sky
419,Belyy Yar,RU,53.6039,91.3903,66.85,77,0,2.24,clear sky
420,Antanifotsy,MG,-19.65,47.3167,49.14,92,61,0.6,broken clouds
421,Aguimes,ES,27.9054,-15.4461,70.43,78,20,27.63,few clouds
422,Tazovskiy,RU,67.4667,78.7,46.62,73,7,14.03,clear sky
423,Tiarei,PF,-17.5333,-149.3333,84.22,71,38,26.4,scattered clouds
424,Berbera,SO,10.4396,45.0143,89.69,41,100,26.53,overcast clouds
425,Prado,BR,-17.3411,-39.2208,70.61,91,71,7.94,broken clouds
426,Bitkine,TD,11.9801,18.2138,72.63,90,100,4.7,moderate rain
427,Saskylakh,RU,71.9167,114.0833,45.64,77,100,10.36,overcast clouds
428,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.98,84,7,9.71,clear sky
429,Broome,US,42.2506,-75.833,72.36,82,95,3.04,overcast clouds
430,Moussoro,TD,13.6408,16.4901,78.69,67,100,6.22,moderate rain
431,Sisimiut,GL,66.9395,-53.6735,44.22,84,15,1.16,few clouds
432,Pochinok,RU,54.4068,32.4407,58.15,78,100,7.99,overcast clouds
433,Oktyabrskoye,RU,43.0645,44.7417,60.94,93,0,4.47,clear sky
434,Baft,IR,29.234,56.6057,68.32,63,46,2.42,scattered clouds
435,Cabo San Lucas,MX,22.8909,-109.9124,85.51,80,33,3.0,scattered clouds
436,Longyearbyen,SJ,78.2186,15.6401,49.84,81,40,10.36,scattered clouds
437,Tabou,CI,4.423,-7.3528,75.15,78,99,12.21,overcast clouds
438,Guerrero Negro,MX,27.9769,-114.0611,79.03,55,18,14.03,few clouds
439,Ipixuna,BR,-1.7625,-48.8043,72.77,98,100,2.3,heavy intensity rain
440,Buala,SB,-8.145,159.5921,85.06,70,21,12.15,light rain
441,Semey,KZ,50.4111,80.2275,62.82,94,40,0.0,light rain
442,Vertientes,CU,21.2594,-78.1464,78.98,84,15,13.47,few clouds
443,Charters Towers,AU,-20.1,146.2667,72.61,57,0,13.29,clear sky
444,Langsa,ID,4.4683,97.9683,77.5,91,100,1.19,overcast clouds
445,Xining,CN,36.6167,101.7667,64.62,68,7,2.57,clear sky
446,Riyadh,SA,24.6877,46.7219,87.94,74,100,13.65,overcast clouds
447,Waddan,LY,29.1614,16.139,79.38,43,0,2.57,clear sky
448,Myski,RU,53.709,87.8014,63.97,92,98,2.06,overcast clouds
449,Rio Grande,BR,-32.035,-52.0986,50.11,92,14,7.63,few clouds
450,Gardez,AF,33.5974,69.2259,64.33,60,0,2.1,clear sky
451,Conway,US,35.0887,-92.4421,80.44,89,75,5.75,broken clouds
452,Te Anau,NZ,-45.4167,167.7167,45.09,91,100,7.92,overcast clouds
453,Yarkovo,RU,57.4028,67.0786,57.43,84,99,7.09,overcast clouds
454,Marondera,ZW,-18.1853,31.5519,48.42,44,5,3.02,clear sky
455,Wajir,KE,1.7471,40.0573,74.37,64,100,15.59,overcast clouds
456,Purpe,RU,64.4803,76.6897,52.18,64,0,16.53,clear sky
457,Arauca,CO,7.0847,-70.7591,73.36,100,75,4.61,light intensity drizzle
458,Danville,US,36.586,-79.395,78.35,91,100,6.91,overcast clouds
459,Bure,ET,10.7,37.0667,56.23,99,100,0.96,moderate rain
460,Bestobe,KZ,52.4994,73.0975,66.52,82,78,9.06,light rain
461,Male,MV,4.1748,73.5089,82.35,83,100,21.85,overcast clouds
462,Trincomalee,LK,8.5711,81.2335,79.32,83,100,17.56,overcast clouds
463,Adrar,MR,20.5022,-10.0711,92.59,34,15,12.44,few clouds
464,Pisco,PE,-13.7,-76.2167,60.85,82,100,9.22,overcast clouds
465,San Policarpo,PH,12.1791,125.5072,84.52,74,100,7.96,overcast clouds
466,Cuamba,MZ,-14.8031,36.5372,61.81,70,0,2.1,clear sky
467,Disna,BY,55.568,28.1971,58.8,95,100,11.74,overcast clouds
468,Atbasar,KZ,51.8,68.3333,61.83,84,20,7.9,few clouds
469,Bahir Dar,ET,11.5936,37.3908,59.68,95,100,3.42,overcast clouds
470,Dibulla,CO,11.2725,-73.3091,82.04,72,47,14.85,scattered clouds
471,La Solana,ES,38.9442,-3.2381,78.1,36,0,4.5,clear sky
472,Olafsvik,IS,64.8945,-23.7142,48.54,65,100,6.44,overcast clouds
473,Khandbari,NP,27.3747,87.2039,72.95,93,100,0.83,overcast clouds
474,Serebryansk,KZ,49.6925,83.2892,60.75,90,99,4.25,overcast clouds
475,Lerici,IT,44.0759,9.9112,81.36,56,0,4.45,clear sky
476,Geraldton,AU,-28.7667,114.6,66.61,59,75,24.16,broken clouds
477,Ko Samui,TH,9.5357,99.9357,82.31,78,20,0.0,few clouds
478,Mosquera,CO,4.7059,-74.2302,59.09,72,75,4.61,broken clouds
479,Sinnamary,GF,5.3833,-52.95,78.31,86,100,6.49,overcast clouds
480,Kunming,CN,25.0389,102.7183,60.73,100,40,4.47,mist
481,Velikooktyabrskiy,RU,57.4333,33.8159,54.72,70,100,4.7,overcast clouds
482,Bremerton,US,47.5673,-122.6326,97.48,41,0,8.05,clear sky
483,Trelleborg,SE,55.3751,13.1569,62.98,84,100,5.19,overcast clouds
484,Lahat,ID,-3.8,103.5333,78.57,76,40,0.56,scattered clouds
485,Nautla,MX,20.2167,-96.7833,81.54,71,53,6.46,broken clouds
486,Gaoua,BF,10.2992,-3.2508,72.93,90,100,4.92,overcast clouds
487,Livny,RU,52.4253,37.6069,58.73,63,81,7.47,broken clouds
488,Amahai,ID,-3.3333,128.9167,80.37,80,79,2.01,broken clouds
489,Bartlesville,US,36.7473,-95.9808,87.12,68,0,8.99,clear sky
490,Coquimbo,CL,-29.9533,-71.3436,55.13,94,40,6.91,scattered clouds
491,Massaguet,TD,12.4755,15.4365,79.23,72,100,6.2,light rain
492,Zyryanovsk,KZ,49.7386,84.2719,60.57,86,39,1.79,scattered clouds
493,Banjar,ID,-8.19,114.9675,82.15,57,5,1.43,clear sky
494,Chapais,CA,49.7834,-74.8492,65.98,76,21,3.74,few clouds
495,Coos Bay,US,43.3665,-124.2179,70.99,91,20,10.36,few clouds
496,Ancud,CL,-41.8697,-73.8203,42.22,84,100,1.23,overcast clouds
497,Biloela,AU,-24.4167,150.5,65.37,64,100,8.21,overcast clouds
498,Dezful,IR,32.3811,48.4058,90.55,60,0,1.72,clear sky
499,Burns Lake,CA,54.2331,-125.7533,80.02,29,13,10.45,few clouds
500,Ganta,LR,7.3022,-8.5308,69.33,99,100,3.85,moderate rain
501,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,94,40,10.36,scattered clouds
502,Mount Gambier,AU,-37.8333,140.7667,53.49,79,5,13.65,clear sky
503,Balkhash,KZ,46.844,74.9804,68.88,62,80,9.69,broken clouds
504,Bairiki,KI,1.3292,172.9752,86.0,74,20,10.36,light rain
505,Iguape,BR,-24.7081,-47.5553,59.95,85,0,5.39,clear sky
506,Derzhavinsk,KZ,51.1,66.3167,64.54,74,48,7.36,scattered clouds
507,Gao,ML,16.6362,1.637,83.66,54,78,19.13,broken clouds
508,Skibbereen,IE,51.55,-9.2667,58.1,86,91,3.8,overcast clouds
509,Paka,MY,4.6374,103.4368,75.13,100,20,0.0,few clouds
510,Griffith,US,41.5284,-87.4237,81.05,66,0,6.91,clear sky
511,Klaksvik,FO,62.2266,-6.589,50.58,83,86,13.78,overcast clouds
512,Bria,CF,6.5423,21.9863,67.42,95,100,3.0,overcast clouds
513,The Valley,AI,18.217,-63.0578,84.06,77,100,19.01,overcast clouds
514,Hokitika,NZ,-42.7167,170.9667,47.93,71,100,1.45,overcast clouds
515,Sorong,ID,-0.8833,131.25,81.27,76,40,1.86,scattered clouds
516,Coxim,BR,-18.5067,-54.76,75.15,34,0,2.44,clear sky
517,Banda Aceh,ID,5.5577,95.3222,81.16,76,100,9.6,overcast clouds
518,Mityana,UG,0.4175,32.0228,62.58,94,100,0.83,overcast clouds
519,Doaba,PK,33.4244,70.7364,74.39,76,0,3.51,clear sky
520,Chanthaburi,TH,12.8333,102.1667,68.76,94,97,3.22,moderate rain
521,Nizwa,OM,22.9333,57.5333,82.42,67,66,1.92,broken clouds
522,Korla,CN,41.7597,86.1469,78.3,40,30,14.67,scattered clouds
523,Nalut,LY,30.3333,10.85,80.91,35,2,10.54,clear sky
524,Manggar,ID,-2.8833,108.2667,83.21,74,95,10.16,overcast clouds
525,Grand Gaube,MU,-20.0064,57.6608,68.4,75,1,8.99,clear sky
526,Mpanda,TZ,-6.3655,31.0409,70.0,55,77,2.75,broken clouds
527,Brae,GB,60.3964,-1.353,51.3,83,86,9.98,overcast clouds
528,Konya,TR,38.1667,32.5,68.79,47,0,8.37,clear sky
529,Catuday,PH,16.2923,119.8062,80.73,79,100,14.14,overcast clouds
530,Sao Borja,BR,-28.6606,-56.0044,51.94,80,0,5.86,clear sky
531,Baghdad,IQ,33.3406,44.4009,84.11,30,8,1.14,clear sky
532,Eydhafushi,MV,5.1033,73.0708,77.65,81,100,32.03,light rain
533,Murray Bridge,AU,-35.1167,139.2667,57.13,63,0,16.4,clear sky
534,Lima,PE,-12.0432,-77.0282,58.89,84,100,11.5,overcast clouds
535,Mandal,IN,25.45,74.5667,76.66,85,94,6.31,overcast clouds
536,Cordoba,AR,-31.4135,-64.1811,57.18,50,0,9.22,clear sky
537,Tallahassee,US,30.4383,-84.2807,84.99,73,17,4.21,few clouds
538,Haukipudas,FI,65.1765,25.3523,51.85,92,46,4.45,scattered clouds
539,Panzhihua,CN,26.5851,101.7128,72.19,85,97,0.81,overcast clouds
540,Port Maria,JM,18.3685,-76.8895,85.96,89,0,7.72,clear sky
541,Abdulino,RU,53.7,53.6667,60.37,76,81,4.05,broken clouds
542,Nome,US,64.5011,-165.4064,58.15,78,100,8.19,overcast clouds
543,Houma,US,29.5958,-90.7195,84.0,82,0,3.44,clear sky
544,Zeya,RU,53.75,127.2667,69.08,92,100,4.14,light rain
545,Staronizhestebliyevskaya,RU,45.3767,38.4517,73.49,50,0,8.34,clear sky
546,Tinskoy,RU,56.1525,96.9161,68.16,82,3,6.55,clear sky
547,Nshamba,TZ,-1.7983,31.5511,62.85,81,91,2.33,light rain
548,Avera,US,33.194,-82.5271,87.31,39,25,6.22,scattered clouds
549,Xai-Xai,MZ,-25.0519,33.6442,68.97,79,99,17.94,light rain
550,Kampot,KH,10.6167,104.1833,77.05,77,100,7.05,overcast clouds
551,Naze,JP,28.3667,129.4833,81.52,83,100,20.76,overcast clouds
552,Ajra,IN,16.1167,74.2,69.94,97,66,2.77,broken clouds
553,Dedza,MW,-14.3779,34.3332,52.36,65,0,3.06,clear sky
554,Samarai,PG,-10.6167,150.6667,81.0,78,77,11.27,broken clouds
555,Goundam,ML,16.4145,-3.6708,92.48,35,96,7.83,light rain
556,Teya,RU,60.3778,92.6267,53.24,81,100,5.82,overcast clouds
557,Bella Union,UY,-30.2752,-57.6007,53.42,78,0,5.41,clear sky
558,Luocheng,CN,29.3848,104.0286,75.18,94,100,6.29,overcast clouds
559,Kupang,ID,-10.1667,123.5833,82.04,63,14,3.91,few clouds
560,Ontario,US,34.0633,-117.6509,94.26,38,0,11.5,clear sky
561,Kidal,ML,18.4411,1.4078,93.0,21,24,5.17,few clouds
562,Bend,US,44.0582,-121.3153,97.27,12,0,8.05,clear sky
563,Kangaatsiaq,GL,68.3065,-53.4641,41.92,91,6,5.66,clear sky
564,Wajima,JP,37.4,136.9,92.08,66,0,2.3,clear sky
565,Belyye Berega,RU,53.2085,34.6641,60.98,74,100,5.26,overcast clouds
566,Iroquois Falls,CA,48.7669,-80.6831,68.0,72,99,5.55,overcast clouds
567,Rundu,NA,-17.9333,19.7667,55.72,30,3,4.9,clear sky
568,Srednekolymsk,RU,67.45,153.6833,76.28,34,100,12.41,overcast clouds
569,Vestmannaeyjar,IS,63.4427,-20.2734,49.23,75,66,18.34,broken clouds
570,Lukovetskiy,RU,64.2956,41.9211,54.41,88,100,2.35,overcast clouds
571,Mongu,ZM,-15.2484,23.1274,56.01,30,0,6.04,clear sky
572,Matara,LK,5.9485,80.5353,76.77,92,72,10.2,light rain
573,Wanlaweyn,SO,2.6185,44.8938,73.24,86,51,10.98,light rain
574,Hamilton,US,39.1834,-84.5333,75.31,82,6,5.88,clear sky
575,Shelburne,CA,44.0787,-80.2041,75.99,77,100,2.55,overcast clouds
576,Tual,ID,-5.6667,132.75,79.32,84,100,17.65,overcast clouds
577,Malakal,SS,9.5334,31.6605,71.6,95,100,4.0,light rain
578,Dunedin,NZ,-45.8742,170.5036,52.81,57,100,4.81,overcast clouds
579,Leshan,CN,29.5623,103.7639,76.37,93,94,3.69,light rain
580,Tucurui,BR,-3.7661,-49.6725,72.52,97,67,4.9,broken clouds
581,Teknaf,BD,20.8624,92.3058,82.74,81,75,1.97,broken clouds
582,Lubin,PL,51.4009,16.2015,64.99,62,52,3.11,broken clouds
583,Osypenko,UA,46.9136,36.8253,75.38,56,88,13.06,light rain
584,Songjianghe,CN,42.1859,127.479,77.09,77,100,2.13,overcast clouds
585,Aquiraz,BR,-3.9014,-38.3911,80.19,85,4,12.97,clear sky
586,Carrickfergus,GB,54.7158,-5.8058,53.56,82,20,0.0,few clouds
587,Gornopravdinsk,RU,60.05,69.9,54.32,70,100,8.81,overcast clouds
588,Laguna,US,38.421,-121.4238,90.97,50,75,5.99,broken clouds
589,Phan Thiet,VN,10.9333,108.1,81.39,82,99,6.58,overcast clouds
590,Rayachoti,IN,14.05,78.75,80.91,71,100,3.18,overcast clouds
591,Beisfjord,NO,68.3751,17.5988,58.05,91,92,1.83,overcast clouds
592,Cayenne,GF,4.9333,-52.3333,83.08,1,94,0.0,overcast clouds
593,Huanan,CN,46.2167,130.5167,80.19,76,100,3.69,overcast clouds
594,Acajutla,SV,13.5928,-89.8275,80.58,83,95,5.64,overcast clouds
595,Miri,MY,4.4148,114.0089,77.14,88,20,9.22,few clouds
596,Schmalkalden,DE,50.7167,10.45,64.35,95,93,2.98,overcast clouds
597,Pedernales,DO,18.0384,-71.744,83.46,73,0,13.67,clear sky
598,Redlands,US,34.0556,-117.1825,94.44,39,23,10.0,few clouds
599,Namatanai,PG,-3.6667,152.4333,84.42,70,44,11.14,light rain
600,Walvis Bay,NA,-22.9575,14.5053,55.09,76,14,6.91,few clouds
601,Puerto Escondido,MX,15.85,-97.0667,81.86,80,61,4.05,broken clouds
602,Neringa,LT,55.3719,21.0647,61.43,87,100,11.25,overcast clouds
603,Aktau,KZ,43.65,51.2,73.98,50,0,8.25,clear sky
604,Nortelandia,BR,-14.4547,-56.8028,73.71,35,0,3.62,clear sky
605,Tilichiki,RU,60.4667,166.1,56.53,63,19,7.2,few clouds
606,Zhangye,CN,38.9342,100.4517,75.7,40,85,5.55,overcast clouds
607,Patacamaya,BO,-17.2333,-67.9167,48.47,63,0,7.07,clear sky
608,Harrisburg,US,40.2737,-76.8844,70.45,94,100,1.01,moderate rain
609,Aripuana,BR,-9.1667,-60.6333,76.84,45,3,1.1,clear sky
610,Akonolinga,CM,3.7667,12.25,67.14,99,100,2.93,overcast clouds
611,Nyzhnya Duvanka,UA,49.5846,38.1743,64.42,70,1,10.6,clear sky
612,Edremit,TR,39.5961,27.0244,72.16,70,0,6.24,clear sky
613,Aksarka,RU,66.5606,67.7975,52.9,74,38,5.44,scattered clouds
614,Salinopolis,BR,-0.6136,-47.3561,78.15,86,100,9.28,overcast clouds
615,Sabha,LY,27.0377,14.4283,81.52,22,0,10.25,clear sky
616,Kalengwa,ZM,-13.4659,25.0027,52.34,45,0,4.76,clear sky
617,Valparaiso,CL,-33.0393,-71.6273,49.64,93,0,3.44,clear sky
618,Seoni,IN,22.0833,79.5333,74.89,88,100,5.1,overcast clouds
619,Saint-Augustin,CA,51.226,-58.6502,66.54,65,74,9.24,broken clouds
620,Carhuamayo,PE,-10.9167,-76.0333,35.64,91,18,2.77,few clouds
621,Esil,KZ,51.9556,66.4042,63.05,79,45,6.67,scattered clouds
622,Alta Floresta,BR,-9.8756,-56.0861,76.35,39,12,2.26,few clouds
623,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.25,69,11,0.85,few clouds
624,Sipe Sipe,BO,-17.45,-66.3833,64.89,64,0,6.11,clear sky
625,Rassvet,RU,46.8333,40.75,69.31,76,96,4.47,overcast clouds
626,Tekirdag,TR,40.978,27.5085,74.55,68,62,6.44,broken clouds
627,Manokwari,ID,-0.8667,134.0833,82.51,67,68,3.91,broken clouds
628,Conde,BR,-7.2597,-34.9075,74.66,94,40,4.61,scattered clouds
629,Guane,CU,22.2025,-84.0875,79.18,72,1,5.41,clear sky
630,Kavaratti,IN,10.5669,72.642,78.71,83,100,23.98,overcast clouds
631,Great Yarmouth,GB,52.6083,1.7305,63.01,91,19,9.42,few clouds
632,Ziro,IN,27.6333,93.8333,60.31,99,100,0.38,overcast clouds
633,Bang Khla,TH,13.7214,101.2081,85.32,84,34,2.15,scattered clouds
634,Palmer,US,42.1584,-72.3287,76.21,76,100,4.76,overcast clouds
635,Kyaukse,MM,21.6,96.1333,82.45,72,100,7.45,overcast clouds
636,Pudozh,RU,61.8099,36.5345,49.41,97,14,1.34,few clouds
637,Santa Rosa,PH,14.3122,121.1114,85.1,85,100,0.67,overcast clouds
638,Salisbury,GB,51.0693,-1.7957,63.64,89,5,6.29,clear sky
639,Bela,IN,25.9333,81.9833,86.77,69,100,4.14,overcast clouds
640,Tete,MZ,-16.1564,33.5867,65.7,65,0,3.47,clear sky
641,Semporna,MY,4.4818,118.6112,78.8,85,100,4.29,overcast clouds
642,Morehead,US,37.2711,-87.1764,76.75,96,75,0.0,broken clouds
643,San Javier,ES,37.8063,-0.8374,81.57,74,0,3.0,clear sky
644,Beloha,MG,-25.1667,45.05,63.84,93,2,5.03,clear sky
645,Chicama,PE,-7.8447,-79.1469,63.12,84,16,6.4,few clouds
646,Stephenville,US,32.2207,-98.2023,99.39,24,0,10.36,clear sky
647,Horki,BY,54.2861,30.9842,61.34,61,100,9.62,overcast clouds
648,Otofuke,JP,42.9917,143.2003,68.95,88,100,7.25,overcast clouds
649,Kokopo,PG,-4.352,152.2633,86.09,61,89,9.75,overcast clouds
650,Lianran,CN,24.9227,102.485,65.08,89,100,1.41,overcast clouds
651,Bocana De Paiwas,NI,12.7857,-85.1227,73.53,95,99,8.97,overcast clouds
652,Gulbene,LV,57.1777,26.7529,57.56,97,100,10.87,overcast clouds
653,Oudtshoorn,ZA,-33.5907,22.2014,42.51,81,0,1.1,clear sky
654,Hadishahr,AZ,38.8431,45.6635,77.49,54,21,3.74,few clouds
655,Bastrop,US,32.7562,-91.8724,82.71,80,100,3.0,overcast clouds
656,Whitehorse,CA,60.7161,-135.0538,69.03,48,75,6.91,light intensity shower rain
657,Seoul,KR,37.5683,126.9778,81.97,86,75,9.22,light rain
658,Inhambane,MZ,-23.865,35.3833,65.79,85,6,5.53,clear sky
659,Bilibino,RU,68.0546,166.4372,65.46,39,46,6.11,scattered clouds
660,Kieta,PG,-6.2167,155.6333,85.41,68,98,6.04,overcast clouds
661,Boquete,PA,8.7833,-82.4333,65.5,90,100,4.25,overcast clouds
662,Nurota,UZ,40.5614,65.6886,72.63,41,35,3.98,scattered clouds
663,Mandalgovi,MN,45.7625,106.2708,73.99,38,100,10.27,overcast clouds
664,La Ligua,CL,-32.4524,-71.2311,50.4,94,100,2.28,overcast clouds
665,Ayan,RU,56.45,138.1667,57.42,95,100,9.64,overcast clouds
666,Hualmay,PE,-11.0964,-77.6139,61.93,81,23,9.24,few clouds
667,Porangatu,BR,-13.4408,-49.1486,76.01,22,0,1.74,clear sky
668,Catamarca,AR,-28.4696,-65.7852,63.77,43,0,1.99,clear sky
669,Sambava,MG,-14.2667,50.1667,66.52,90,41,8.84,scattered clouds
670,Chiquimulilla,GT,14.0858,-90.3767,76.1,90,100,0.16,overcast clouds
671,Hovd,MN,48.0056,91.6419,68.07,51,96,1.41,overcast clouds
672,Guia De Isora,ES,28.2115,-16.7795,75.11,56,0,3.76,clear sky
673,Balyaga,RU,51.1507,108.921,70.23,64,51,4.0,broken clouds
674,Bulgan,MN,48.8125,103.5347,68.54,57,29,3.53,scattered clouds
675,Iaciara,BR,-14.0958,-46.6317,74.12,24,0,2.21,clear sky
676,Altar,MX,30.7,-111.8167,92.46,40,100,10.8,overcast clouds
677,Ginir,ET,7.1333,40.7,58.51,81,100,10.07,overcast clouds
678,Wala,CM,4.578,12.3154,66.61,99,100,4.05,overcast clouds
679,Awjilah,LY,29.1081,21.2869,79.56,65,0,13.27,clear sky
680,Cuiluan,CN,47.72,128.648,79.07,86,2,5.93,moderate rain
681,Zambezi,ZM,-13.5432,23.1047,55.45,30,0,5.5,clear sky
682,Aniche,FR,50.33,3.2535,66.65,88,18,6.24,few clouds
683,Numan,NG,9.4667,12.0333,74.5,86,100,4.97,overcast clouds
684,Balabac,PH,7.9868,117.0645,79.5,82,100,7.72,light rain
685,Onega,RU,63.9061,38.1404,51.1,94,88,3.94,overcast clouds
686,Mopipi,BW,-21.1833,24.8833,60.13,25,0,9.71,clear sky
687,Gap,FR,44.6667,6.0,53.83,58,0,5.79,clear sky
688,Maroantsetra,MG,-15.4333,49.7333,67.32,90,95,1.23,light rain
689,Fallon,US,39.4735,-118.7774,96.93,19,96,11.07,overcast clouds
690,Baghmara,IN,23.795,86.2085,84.7,68,87,3.22,overcast clouds
691,Lata,PT,40.1629,-8.3327,70.09,56,0,3.44,clear sky
692,Caibarien,CU,22.5206,-79.4669,81.75,84,0,16.73,clear sky
693,Aksu,CN,41.1231,80.2644,73.53,50,31,6.55,scattered clouds
694,Mashhad,IR,36.297,59.6062,71.74,60,0,4.61,clear sky
695,Hami,CN,42.8,93.45,86.4,25,100,6.78,overcast clouds
696,Soledade,BR,-28.8183,-52.5103,47.93,88,16,2.82,few clouds
697,Bira,RU,49.0,132.4667,73.09,94,100,3.27,overcast clouds
698,Kemijarvi,FI,66.7131,27.4306,50.94,97,100,3.02,overcast clouds
